comment_se	comment_en	tags
"OCR Syns inte
söka betalningar per period finns ej
"	"OCR Can not See
should payment per period is not"	Filter transactions; Requested feature; 
Tydliga instruktioner 	Clear instructions	Clear instructions; Praise; 
"större meddelandefält.
Så man ser allt man skriver där."	"meddelandeflt larger.
S you see everything you write Dr."	More characters in message field; Requested feature; 
Bra internetbank 	good internet banking	Clear instructions; Praise; 
Tydliga instruktioner att följa.	Clear instructions to follow.	Clear instructions; Praise; 
Det var fanstasikt bra bemötande. 	It was fanstasikt good bemtande.	Customer Service; Praise for adviser; 
Jag ska bara bli god man för min dementa pappa som varit kund länge i banken. Skall hantera hans förehavanden och för detta måste jag bli kund, ha konto, och betala 300*per år! Inte imponerad! ************ 670*******	I'll just be a good one for my demented father who was a customer long as the bank. To handle his frehavanden and for this I have to become a customer, have the account, and pay 300 * per year! Not impressed! 670 ************ *******	Pricing for 3rd party people seems not fair; Product issues; 
"Det framgick inte tydligt på signeringssidan vad det var jag godkände. Den sista sidan med punkten ""Godkännande"" hade varit bra att ha synlig vid signaturögonblicket."	"It was not clear on signing hand what it was I godknde. The last page of the ""Godknnande"" would have been good to have visible at signaturgonblicket."	Lack of information; UX/UI issue; 
Få det att fungera på Iphone	F it work on iPhone	UX/UI issue; Unable to sign in apps; 
"Tekniskt enkelt. Saknade möjlighet att ge egna kommentarer om jag inte tyckte dokumentet stämde. Är också tveksam över benämningen ""Avtal...."". Det är ju inget avtal, bara en summering av det som informerats/överenskommits om vid besök."	"Technically simple. Missing the chance to give their own comments if I did not document stmde. are also hesitant over benmningen ""Agreement ...."". There is of course no agreement, only a summary of what has been informed / verenskommits of the visit."	Communication / information; Incorrect terminology; 
Ert trevliga bemötande på telefon som rekommenderade mig att bli kund online innan mitt första möte, att information om årskostnad var väl synlig och att processen tog ett steg i taget.	A friendly reception on the phone who recommended me to become a customer online before my first meeting, the information was rskostnad vl visible and that the process took one step at a time.	Praise; Praising customer service; 
"Vill ""vända"" på siffrorna. Tex. transaktioner från 201********först osv."	"Would ""vnda"" p digits. E.g. transactions from 201 ******** understand so on."	Requested feature; Sorting; 
Vid meddelande om autogiroavisering i inkorgen vore det bra att veta vilket konto det avses att dra pengar ifrån. Nu har jag ingen aning!	Upon notification of direct debit notification in your inbox, it would be good to know what account it means pulling money ifrn. Now I have no idea!	Autogiro; General complaint; 
"Money laundering 
Easily the best company to launder money through, they have a really good track record of this in the Baltics 👍"	"Money laundering
Easily the best company to launder money through, They have a really good track record of this in the Baltics"	Brand / Trademark; Money laundering scandal; 
"Saknar möjlighet att välja språk 
Min app bytte nyligen språk till engelska. Jag vill ha den på svenska men hittar ingenstans att byta."	"No facility to choose language
My app recently switched the language to English. I want that p Swedish but will find no place to change."	App language setup; Requested feature; 
"Den saknar en grundläggande funktion... 
...nämligen att från appen lägga sitt MasterCard i Apple Pay. Dags att fixa det?"	"It lacks a basic function ...
... namely the app to add their MasterCard in apple pay. Time to fix it?"	Apple Pay; Requested feature; 
"Apple Pay? 
När kommer Apple Pay? Det är 2019...."	"Apple Pay?
No, Apple will pay? It is 2019 ...."	Apple Pay; Requested feature; 
"Alltid gillat Swedbanks app 
Alltid varit fungerande med många bra funktioner. (Tex föra över pengar från sparkonto till kort utan att logga in och kameraavläsning för de få pappersräkningar som fortfarande dyker upp)

Det enda negativa just nu är, som så många andra påpekat, påtvingad engelska utan möjlighet att välja själv i appen. Föredrar operativsystem och många andra appar på engelska men när det kommer till en bank med alla olika specialtermer så känns det helt fel på engelska."	"Always liked Swedbank app
Always been working with many good features. (Tex fra over money from the savings account to the card without signing in and kameraavlsning from the f pappersrkningar still show up)

The only negative thing right now is that so many second ppekat, ptvingad English without the option to choose sjlv app. Prefer the operating system, and many other applications in English, but when it comes to the bank with all the different special terms' s it feels completely wrong in English."	App language setup; Praise; 
"Nätverksmeddelande 
Varje gång jag loggar in eller överför pengar får jag ett nätverks meddelande ”program orsakade avbrott i anslutningen”
Vad beror detta på?"	"network notification
Every time I log in or verfr money, I get a message ntverks program caused loss of connection
Why is this p?"	Tech issue / bug; ”program orsakade avbrott i anslutningen”; 
"Snitt i utgiftskollen 
Varför ta bort den enda vettiga funktionen?"	"Cuts in expenditure protocols
Why take away the only sensible function?"	Wrong categorisation  ; expense control is removed; 
"Appen på svenska 
I senaste uppdateringen bytte min app språk till engelska. Jag ser ingen inställning för att byta tillbaka till Svenska. Jag vill ha min telefon på Engelska och Appen på Svenska."	"The app in Swedish
In recent update changed my app language to English. I see no setting for switching back to Swedish. I want my phone on English and Swedish app p."	App language setup; Requested feature; 
"Hej 
I don’t want to change my language in phone
Just for language in this app
Please 
snälla fixa språket på svenska eller eng. som man kan välja i app inte att måste vi byta telefon språk att få ..."	"Hello
I dont want to change my language in phone
Just for language in this app
Please
snlla fix sprket p Swedish or Eng. that one can choose the app is not that we have to change phone language to f ..."	App language setup; Requested feature; 
"Kan inte ändra språk! 
Min telefon är på engelska så appen är på svenska. Kan inte ändra detta. By the way, på engelska, man använder en . istället för en , i siffror, appen acceptera inte . (punkten)."	"Can not change language!
My phone is in English's app r p Swedish. Can not change that. By the way, in English, it uses one. instead for an in numbers, the app will not accept. (Point)."	App language setup; Requested feature; 
"Varför går det inte att ändra språk till Svenska 
Har tidigare haft svenska som standard språk för denna app. Men efter senaste uppdateringen så är den på engelska. Eftersom mitt preferens språk på min IPhone är på engelska så är nu allt på engelska och det går tydligen inte att ändra under inställningar. Varför är det så?! Gör om gör rätt så att men själv kan välja önskat språk. Kan man rulla tillbaks senaste uppdateringen så att jag kan ha den på svenska igen?"	"Why make it not to change the language to Swedish
Previously held Swedish standard language from this app. But after the last update's is it in English. Since my preferred language on my iPhone is in English's is now all in English and it makes not seem to change during instllningar. Why is it's ?! Gr GR's right to but sjlv can choose the required track language. Can you roll back last update so that I can have the p Swedish again?"	App language setup; Requested feature; 
"bra 
bra app men hur byta språk tillbaka till svenska?"	"Good
good app but how to change language back to Swedish?"	App language setup; Requested feature; 
"Saknar språkinställning 
Jag vill kunna ha Swedbank-appen på svenska trots att telefonen i övrigt är på engelska. Detta fungerar perfekt i andra appar, och ett så stort företag som Swedbank borde kunna hitta lösningar för detta."	"lacking sprkinstllning
I want to be able to have Swedbank app on Swedish even though the phone in THER is in English. This works perfectly in other apps, and a s large companies that Swedbank should be able to find solutions for this."	App language setup; Requested feature; 
"Ny version men kan fortfarande inte byta språk 
Gör som Facebook & Instagram och låt mig byta språk inne i appen 😫"	"New version but still can not change language
Gr as Facebook and Instagram and let me change languages ​​within the app"	App language setup; Requested feature; 
"Språkinställning 
Finns det möjlighet att ställa in Svenska som språk i appen även om iOS är inställt på Engelska? Har alltid använt engelska som systemspråk i iOS men blir alldeles förvirrad när jag inte längre känner igen terminologin i appen. Det verkar ha smugit sig smärre stavfel som tyvärr påverkar totalupplevelsen av appen."	"Sprkinstllning
Is there opportunity to stlla in Swedish as the language of the app even if iOS is instllt p English? Has always anvnt English systemsprk iOS but is just frvirrad No, I no longer knner again the terminology of the app. It seems to have crept smrre typos tyvrr affect the overall app experience."	App language setup; Requested feature; 
"Möjlighet att byta tillbaka språk? 
Bättre att kunna välja språk i inställningar än att det baseras på telefonens språk."	"Ability to switch back language?
Better to choose the language in instllningar n it is based on the phone's language."	App language setup; Requested feature; 
"Språk 
Det är ju löjligt att man inte ska kunna ha appen på svenska. Kom igen nu"	"Language
It's ridiculous that you should not be able to have the app on Swedish. Come on now"	App language setup; Requested feature; 
"Språkstöd 
Om jag vill ha engelska på min enhet men svenska i appen hur gör jag för att få det ?

Och det har gått bra förut så göm er inte bakom Apple och Googles ursäkter och gör om gör rätt !"	"Sprkstd
If I want to have English on my device but Swedish app what makes me in order to receive it?

And it has gone well frut's GM s not behind Apple and Google urskter and gr GR right!"	App language setup; Requested feature; 
"Engelskt språkstöd - problem! 
Engelskt språkstöd är säkert uppskattat, men även jag som använder engelska som allmänt språk i iOS vill kunna fortsätta ha just min bankapp på svenska. Hittar ingen inställning för detta, vilket verkar absurt! Hur gör jag?

Vad tror ni om att lägga fokus på användarvänlighet (och användares önskemål, vilka tydligt framgår här) istället för att papegojmässigt hänvisa till apples och Googles utvecklingsriktlinjer vad gäller språkval? Vill slippa byta bank pga denna obegripliga uppdatering. Ge oss en timeline på när detta löses!"	"English sprkstd - problem!
English sprkstd is safe appreciated, but even I who uses English as allmnt language in iOS want to continue to have just my bankapp p Swedish. Find no setting for this, which seems absurd! What makes me?

What do you think about Allocating focus on anvndarvnlighet (and anvndares wishes, which clearly framgr hr) instead from the papegojmssigt hnvisa to Apple's and Google's development guidelines, what applies sprkval? Do not want to switch banks due to the incomprehensible update. Give us a timeline on this LSES No!"	App language setup; Requested feature; 
"Hur tänkte ni nu? 
Varför måste man byta språk på hela telefonen för att ha appen på svenska? Jag har telefonen inställd till engelska, men appen har alltid varit på svenska. Varför kan man inte bara slå på det språk man vill ha i appens inställningar?"	"How tnkte you now?
Why must you change language on the whole phone from having the app p Swedish? I have phone time has been selected to the English, but the app has always been on Swedish. Why can not just turn on the the language you want in the app instllningar?"	App language setup; Requested feature; 
"Dålig uppdatering 
Bara för att jag har språket på mobilen satt till engelska betyder det INTE att jag vill ha Swedbank på engelska. Lägg språkinställningen i appen tack."	"Bad update
Just because I have the language on the phone set to English does not mean I want Swedbank in English. Lgg sprkinstllningen app thanks."	App language setup; Requested feature; 
"Språkinställningar 
Med den senaste uppdateringen har man lagt till engelska som språk för appen (tummen upp). Men istället för att detta ska vara en inställning du ändrar i själva appen sätts språket efter det du har på själva enheten. Har man alltså engelska som språk för telefonen måste man ändra det till svenska för att få tillbaka den svenska versionen."	"Sprkinstllningar
With the latest update has added English as the language for the app (thumbs up). But instead for this to be an Adjustment to ndrar in themselves app STTS sprket for what you have on the device themselves. If you have this output has been English as the language for the phone you have to change it to the Swedish in order to receive back the Swedish version."	App language setup; Requested feature; 
"Språkval 
Jag har använt appen på svenska tills den senaste versionen men nu är det på engelska. Jag kan inte ändra den tillbaka utan att byta språket på telefonen. Kan ni inte ha det i inställningar istället? Tack."	"Sprkval
I has used the app on Swedish until the latest version but now it is in English. I can not change it back without changing sprket on the phone. Can not have it in instllningar instead? Thanks."	App language setup; Requested feature; 
"överföring funkar ej 
Det går inte att överföra mellan konton på appen."	"verfring works not
It is not possible to verfra between accounts on the app."	Old app; Tech issue / bug; 
"Ful som stryk! 👎🏻 
Denna företagsapp är ful som stryk! Designen ser ut som den är gjord för 10 år sedan, och det saknas iPad-stöd helt och hållet. Detta är mycket konstigt, för privatappen är modern och fräsch och stödjer iPad. Varför inte bara implementera den designen i företagsappen? Det är år 2019 nu. Gör om, gör rätt!"	"Ugly as sin!
This fretagsapp is ugly as sin! The design looks like it is made from 10 years ago, and there is no iPad std completely and the hole. This is very strange, for privatappen is modern and frsch and stdjer iPad. Why not just implement the design in fretagsappen? There r r 2019 now. Gr about, gr right!"	Look and feel; iPad; 
"Kom igen Swedbank! 
När ska ni uppdatera till en fräschare gränssnitt? Hur lång tid behöver ni på er egentligen? Helt otroligt!"	"Come Swedbank!
No, you should update to a frschare grnssnitt? How long time need you p you really? Incredible!"	Look and feel; Old app; 
"Riktigt dålig app 
Går knappt att logga in och det strular hela tiden, hur ska man som företagare kunna sköta sina affärer är för mig en gåta, missnöjd är bara förnamnet, och när man väl kommer in efter ett antal försök så skulle tex det varit trevligt att kunna komma åt bg och se vem/vilka som betalat osv om man som jag behöver sköta bokföring på resande fot.

Vi som kunder ska göra bankens jobb och dessutom får vi betala mer och mer och vad får vi? En internetbank som känns som att det är ett gäng gymnasieungdomar som utvecklat och inte förstår vad vanligt folk behöver. Byta bank är nog inte en dum idé. Skulle säga att vill man enbart kunna se saldot och har en 20minuter att slösa så funkar det, men mer avancerade grejer än så är bara att glömma."	"Really walk-through app
Gr just log in and it screws up all the time, how do you like fretagare able Caring for their shops is for me a gta, missnjd is just frnamnet, and no man vl coming in after a number frsk's would for example have been nice to be able to such bg and see who / which paid so if I need Caring for bokfring on the move.

We like customers to make bank job and also for us to pay more and more and what we get? An Internet bank that feels like it is a once high school students who developed and not understands what ordinary people need. Changing banks is probably not a stupid id. Would say that would be only able to see the balance and have a 20minutes to SLSA's how it works, but more advanced stuff n s r just to forget."	General complaint; Old app; 
"Fungerar mycket dåligt 
Vill inte ge en stjärna. Får legitimera mig många gånger innan betalning blir godkänd. Lös problemet nu!"	"Works very bad
Do not give a star. Mrs. legitimize me many times before payment is Approved. Ls problem now!"	Payments; Tech issue / bug; 
"Net fel 
Det går inte att logga in. Vid fler försök När man lyckas att bli inloggade då det går inte att betala vidare. Hela tiden (net fel ). Undrar vad ni håller på?"	"Net errors
You can not log on. If more frsk No one succeeds to be logged d, it is not possible to pay on. Full time (net errors). Wonder what keeps you on?"	Payments; Tech issue / bug; 
"Funkar fortfarande dåligt 
Inte ens versionen som släpptes 22/10 är fri från ”Nätverksfel”-rutan och man måste logga in igen. Vad håller ni på med egentligen???!
Flera veckor har gått sedan detta upptäcktes i samband med iOs12. Känns inte alls tryggt med en bank-app som är buggig vid autentiseringen."	"Works still dligt
Not even version slpptes 22/10 is free from Ntverksfel box and you have to log in again. What keeps you on the really ???!
Several weeks have gone since it was discovered in connection with iOs12. Feels not at all safe in a bank app is buggy at authentication."	Old app; Tech issue / bug; 
"Nätverksfel 
Ett nätverksfel gör det i stort sett omöjligt att logga in och problemet har pågått i flera veckor."	"Network error
A network, it is virtually impossible to log on and the problem has pgtt weeks."	Old app; Tech issue / bug; 
"Funkar inte 
Vill inte ens ge 1 stjärna. Går inte logga in, nätverksfel hit och dit. 
Går inte driva mitt företag såhär, ska byta bank."	"Does not work
Do not even give one stjrna. Gr not login, ntverksfel here and there.
Gr not run my COMPANY shr, will switch banks."	Old app; Tech issue / bug; 
"Kraschar 
Detta händer hela tiden"	"crashes
This happens all the time"	Old app; Tech issue / bug; 
"Dålig ikon 
Ni har ändrat ikonen! Nu ser man ingen skillnad från Swedbank privat från företag! Gör om, gör rätt!"	"walk-through icon
You have MENDED icon! Now you see no difference from the Swedbank private from COMPANY! Gr about, gr right!"	Old app; UX/UI issue; 
"Förvirrad 
Det är samma namn på privatappen och företagsappen på hemskärmen. Det enda som skiljer är bakgrundsfärgen. Antingen byt ut namnet på den eller ändra loggan på företagsappen så att det tydligt framgår vilken som är vilken. Idag har privatappen grön bakgrund och företagsappen brun... inte jättetydligt"	"Frvirrad
It is the same name on privatappen and fretagsappen p hemskrmen. The only difference is bakgrundsfrgen. Either replace the name of the logo or change fretagsappen p s to clearly framgr A r which. Today privatappen GRN background and fretagsappen brown ... not jttetydligt"	Old app; UX/UI issue; 
"Liten skärm? 
Känns konstigt att ni aldrig uppdaterar appen att vara anpassad till större skärmar. Varför?"	"Small SKRM?
Feels weird that you never update your app to be adapted to larger skrmar. Why?"	Requested feature; iPad; 
"Appen heter fel 
Appen heter när man laddat ner den r 142 pilot 33 ?"	"The app is called error
The app is called when you downloaded it is 142 pilot 33?"	Old app; UX/UI issue; 
"Osäker uppdatering 
Swedbank företag har blivit ""r142 Pilot33""."	"unsure update
Swedbank company has become ""R142 Pilot 33""."	Old app; UX/UI issue; 
"Bytt namn? 
Efter uppdateringen så heter appen r142 pilot 33. 🤪"	"Renamed?
After the update's called the app R142 pilot 33rd"	Old app; UX/UI issue; 
"Över 4 år gammal hopplös app 
Pinsamt att den fortfarande är anpassad till iPhone 5 seriens 4 tums skärm, trots att det gått ett antal generationer sedan dess:
iPhone 6, 6s, 7, 8, X. Kom igen nu, vakna!"	"over 4 years old hopeless Ideas
Embarrassing that it still is adapted to iPhone 5 Series 4 inch SKRM, despite being gone several generations since then:
iPhone 6, 6, 7, 8, X. Come on, wake up!"	Old app; UX/UI issue; 
"Endast 10st Meddelandetecken 
Har varit i kontakt med Swedbank och dom säger att det är lika många tecken att skriva i meddelade fältet som som på hemsidan. Får bara in 10 tecken på min app hur jag än gör och det gör att man inte har direkt nytta av appen om vill ha en längre text och ha en bra överblick samt en korrekt text för en själv och mottagaren."	"Only 10st Message Signs
Have been in contact with Swedbank and the judgment says that it is like many characters to write the announced fltet that as p website. For just the 10 signs of my app how I n gr and it makes that one does not benefit directly from the app if want a longer text and have a good verb lick and a proper text for a sjlv and receiver."	More characters in message field; Requested feature; 
"Bra och stabilt ❤️ 
Vi använder Swedbank-app till att följa våra kunders SWISH-betalningar när de handlar hos oss på KondomTorget.se 💰"	"Good and stable
We uses Swedbank app to follow our customers' SWISH payments when they shop with us p KondomTorget.se"	Old app; Praise; 
"Skärpning. 
Hur kan ni fortfarande inte uppdaterat designen så den är anpassad efter iPhone 6?"	"Skrpning.
How can you still have not updated the design's that are tailored to the iPhone 6?"	Old app; UX/UI issue; 
"Dags för ipad-version 
Jag antar att swedbank vill att kunderna ska ta fram en app anpassad för ipad, eftersom vi själva ska sköta våra ärenden och betala banken för denna förmån."	"Time for iPad version
I guess Swedbank wants customers to develop an app designed for the iPad, because we themselves will Caring for our agricultural leases and pay the bank for this frmn."	Old app; iPad; 
"Anpassning, tack. 
Vart är anpassningen för de större skärmarna!?"	"Personalization, thanks.
Where is the adjustment for the larger screens !?"	Old app; iPad; 
"Värdelös 
För varje gång man varit inloggad i appen måste man avinstallera och installera om den för att kunna logga in igen."	"Vendel
Each time you have been logged in the app, you have to uninstall and reinstall it from being able to log in again."	Old app; Tech issue / bug; 
"Kameraläsningen av fakturor undermålig 
Såklart bör jag dubbelkolla att kameran läser rätt, men jag är van vid att Handelsbankens app gör det felfritt. Har nu fått påminnelse på delbelopp av en faktura då appen läst in fel... Tråkigt."	"Kameralsningen invoices undermlig
Sklart br I double check that the camera are reading right, but I is used to Handelsbanken's app makes it flawlessly. Has now FTT reminder p installment of an invoice d app lst in the wrong ... Trkigt."	Invoice reader; Tech issue / bug; 
"Går inte att logga in 
Bra app de få gångerna man kommer in. Blir internt tekniskt fel 99% av gångerna man försöket logga in med mobilt bankid."	"Can not log in
Good app the few times you enter. Will internal malfunction 99% of gngerna to frsket login with Mobile BankID."	Tech issue / bug; unable to login; 
"Läsa QR-kod 
Bra app. MEN det skulle vara MYCKET bättre om den kunde läsa QR-koder på fakturor som Visma har tagit fram. När det kommer känns nästan Appen fulländad, men tills dess blir det bara tre stjärnor."	"Read QR code
Good app. But it would be much better if it could read QR codes on invoices Visma has developed. No, it will almost feels app fullndad, but until then there will be only three Just stars."	Invoice reader; Requested feature; 
"Ej färdigutvecklad? 
Fixa en anpassad företagsversion till ipad storlek innan jag känner att jag väljer den före den vanliga inloggningen..."	"Not fully developed?
Fix a custom fretagsversion to ipad size before I feel that I will choose the Friday the usual logon ..."	Old app; iPad; 
"Great app! 
I may despite Swedbank, but I must say that this app, which I truly love, makes me want to stay at the bank... Although, wouldn't hurt to through in some more information regarding the account history, securities accounts, etc... :)"	"Great app!
In May despite Swedbank, but I must say thatthis app, Which I truly love, makes me want to stay at the bank ... although, would not hurt to through out some more information Regarding the account history, securities accounts, etc. ... :)"	Old app; Praise; 
"👎🏻 
Väldigt dålig!"	Vldigt walk-through!	Frustration; Unclear issue; 
"Språkval 
Önskar som flera andra att man kunde välja språk i appen, istället för att det endast synkas med telefonens språk. Jag använder av olika skäl engelska på mina enheter, men vill ändå helst ha banken på svenska."	"Sprkval
wish as several others that you could choose language in the app, instead fr it only syncs with your phone's language. I use different bowl English on my devices, but want nd rather have the bank on Swedish."	App language setup; Requested feature; 
"Usel 
Uselt att man är tvungen att ha appen på engelska om man har Engelska som telefonspråk

Det beror på värdelösa programmerare och jag hoppas man fixar nya som cet vad de gör"	"Lousy
Shoddily that they are forced to have the app in English if you have English as telefonsprk
It depends on vrdelsa programmer and I hope to fix new ones cet what they gr"	App language setup; Requested feature; 
"Välja språk 
Bedrövligt att man inte kan väja språk i appen, har utvecklarna inte koll på att det är väldigt vanligt att man kör engelska i iOS även i Sverige!?  
Självklart skall man själv kunna välja språk i appen!"	"choose language
Bedrvligt that you can not vja language of the app, the developers do not track of it is vldigt common to SEK English iOS vein in Sweden !?
Sjlvklart should be sjlv able to choose language in the app!"	App language setup; Requested feature; 
"Apple Pay ??? 
När är det dax ? 
Och snälla svara inte med samma svar ni kört med i åra tal nu."	"Apple pay ???
No, it's time?
And please do not respond with the same answer you krt in ra speech now."	Apple Pay; Requested feature; 
"Byta språk 
Vore trevligt att kunna byta språk i appen. Vill inte bli tvingad att ha samma språk i appen som min mobil är inställd på."	"Changing the language
Would be nice to be able to change language in the app. Do not want to be forced to have the same language in the app as my mobile selected on the."	App language setup; Requested feature; 
"Språk 
Jag vill ha denna app på svenska fastän jag har engelska på IOS, gör så man kan välja i appen istället för att gå på systemspråket i telefonen, det är så 1990. :-("	"language
I want this app in Swedish though I have English on iOS, g's you can choose from in the app instead of g p systemsprket phone, the S 1990. :-("	App language setup; Requested feature; 
"Varför tvinga Engelsk version 
Jag kör Engelska i telefonen och har gjort så i alla år. Nu så uppdaterar ni i appen så att språket blir Engelska utan möjlighet att ändra tillbaka till Svenska. 
Varför gör ni på detta viset? Det är väl självklart att det ska finnas ett val att välja Svenska i appen.
Och Nej, lösningen är inte att ändra språk till Svenska i telefonens gränssnitt.
Hoppas att ni kan lösa detta snarast."	"Why force the English version
I kr English on the phone and have done s in all years. Now's you update the app's that sprket is English without the option to change back to Swedish.
Why makes you at this way? It is well sjlvklart that there should be a choice to choose Swedish app.
And no, lsningen is not to change the language to Swedish in the phone grnssnitt.
I hope you can read this as soon as possible."	App language setup; Requested feature; 
"Ändra språk 
Med den nya uppdateringen som automatiskt ändrar språk till engelska i appen om man har mobilens språk inställt till engelska, HUR kan man ha appen på svenska utan att byta mobilens huvudspråk?
Jag har inte möjlighet att lägga till ett ”andraspråk” på iPhone 5s, endast fler ordböcker.
Ett enkelt alternativ att välja språk i appen skulle ju vara att föredra."	"change languages
With the new update, which automatically ndrar language to English in the app if you have a mobile instllt language to English, how can you have the app on Swedish without switching the phone huvudsprk?
I do not have the opportunity to Allocating a andrasprk p iPhone 5s, only more ordbcker.
An easy option to choose language of the app was supposed to be the Fredra."	App language setup; Requested feature; 
"Språk 
Gör så man kan byta språk i appen istället. Använder engelska på mina enheter men vill gärna inte ha det i min bankapp..."	"language
Gr s you can change language in the app instead. Uses English on my devices but want green does not have it in my bankapp ..."	App language setup; Requested feature; 
"Sökfunktion 
Fattas en sökfunktion till bankgiro när man ska betala en faktura, får kolla bankgirot sen får man skrolla i listan över alla mottagare, totalt värdelöst"	"search Function
Made a search feature to our bank when to pay an invoice, for checking bank giro late Fri to scroll the list over all the receivers, total vrdelst"	Bankgiro; Requested feature; 
"Funkar! 
Funkar fint på mobilen. Men när kommer denna app till iPad?"	"Works!
Works fine on mobile. But when will this app for the iPad?"	Old app; iPad; 
"Lågt intresse för sina kunder 
Den här appen är uråldrig... 
Varit samma i många år, inte uppdaterat och anpassat sig för utvecklingen. 

Finns knappt inga funktion heller i denna appen.
Känns nästan meningslöst att använda den...detta visar hur lite de bryr sig om sina kunder."	"LGT interest from their customers
The HR app is urldrig ...
Been the same in many years, not updated and adapted for development.

There is hardly any function, either in this app.
Feels almost meningslst to use it ... this shows how little they care about their customers."	Requested feature; UX/UI issue; 
"Nätverksfel 
I mitt fall krävs stäng alla körande applikationer. Starta om telefonen. Gör inloggningsförsök. Med visst mått av tur så går det, om inte på första så kanske andra, tredje eller sjunde försöket.

Samma problem inträffade vid en tidigare uppdatering av Ios, då fixades problemet trots förnekanden från banken.

Då jag använder appen för aktiehandel har jag tvingats öppna depå hos annan aktör, illa!"	"Ntverksfel
In my case it is required stng all krande applications. Restart the phone. Gr inloggningsfrsk. With some of MTT's turn makes it, if not on the first's maybe second, third or seventh frsket.

The same problem intrffade at an earlier update of iOS, d was fixed the problem despite frnekanden from the bank.

D I use the app from stock trading, I have been forced open dep of another aktr, bad!"	Tech issue / bug; unable to login; 
"Nätverksfel? 
Får ständigt ”Nätverksfel” är det senaste ios eller har det hänt något i dom senare versionerna?
Har fungerat perfekt tidigare."	"Network error?
Fr constantly Network is the latest ios or has something happened to them in later versions?
Has worked perfectly before."	Old app; Tech issue / bug; 
"Uppdatera så att det går att logga in! 
Det inte går att logga in. ”Nätverksfel program orsakade avbrott i anslutningen.” Har varit i över en vecka trots uppdaterad app för tre dagar sedan. Gör om, gör rätt!"	"Updating's that it makes the log in!
It makes no logging. Ntverksfel program caused interruptions in the connection. Has been for over one week despite the updated app from three days ago. Gr about, gr right!"	Old app; Tech issue / bug; 
"Saknar app för iPad! 
Appen för mobil funkar bra, men har mer och mer gått över från att använda dator till iPad. Saknar därför en app för ipAden som kan mer det man kan göra på datorn. Tror fler och fler använder plattor mer och mer istället för att sätta sig vid datorn.
Den mobila appen är ändå lite begränsad!"	"Missing app for iPad!
App for mobile works well, but has increasingly gone over from using the computer to the iPad. Missing is why an app for the iPad that can be more what you can do on your computer. Think more and more uses plates more and more instead from the stta down at the computer.
The mobile app is nd little begrnsad!"	Old app; iPad; 
"iPad 
Borde tas fram en version för iPad typ den som privatsidan  har!"	"Phone
Should be a version for the iPad type the private hand!"	Old app; iPad; 
"iPad vänlig app ASAP 
Vore så bra med en version till ipad!!"	"iPad vnlig app ASAP
Vore's good with a version for the iPad !!"	device compatibility; iPad; 
"Apple Pay 
Gör så att Apple Pay funkar stöda dom tack!"	"Apple Pay
Gr's Apple Pay works stda them, thanks!"	Apple Pay; Requested feature; 
"Spotify 
Varför går det inte längre att betala Spotify igenom appen?!"	"Spotify
Why is there no longer pay the Spotify app ?!"	Spotify top up missing; Top up issues; 
"När man I första skedet legitimerar sig finns det en ruta som ser ut som en knapp där det står bank ID. Mycket konstigt designat för man klickar men inget händer.

"	A man in the first stage legitimizes itself there is a box that looks like a button where it str banking ID. Very strange designed for one-click but nothing happens.	UX/UI issue; bankID button is misleading; 
Enkel utformning och tydliga villkor för avtalet för tjänster som kunden efterfrågar.	Simple design and clear conditions for contract for services that the customer efterfrgar.	Clear instructions; Praise; 
Varför har antal tecken i notering minskats, ger mycket merjobb att behöva skriva in i efterhand istället för att kunna kopiera direkt.	Why has the number of characters in the listing is reduced, giving more jobs to behva enter afterwards instead from being able to copy directly.	More characters in message field; Requested feature; 
Om man kan se summa nedan valda datumintervall	If you can see the amount below the selected date range	Filter transactions; Requested feature; 
Internetbanken är inte bra i allmänhet, värdepappersdelen kass i synnerhet. I detta fallet kom det inte upp någon aktuell kurs, svårt att tyda vad som ska anges, tungarbetad, omständlig. Summering: ej kundavänlig. Otroligt hur man kan lansera en ny version som är sämre än den gamla och där det dessutom krävs två olika versionen för att det ska gå att använda....*	Internet banking is not good in allmnhet, vrdepappersdelen disposed in particular. In this case, it did not come up someone current course, difficult to decipher what is to be indicated, heavy to work, omstndlig. Summary: Not kundavnlig. Incredibly how to launch a new version that is smre n the old and where it also is required two different version for it to g to use .... *	UX/UI issue; baisse; 
Det tar alldeles för lång tid. Ni kunde göra avtalen enklare och kortare. Upplevelsen är att jag blir noggrannare kontrollerad än hos doktorn. Möjligen är en undersökning hos en gynekolog värre?  	It takes far too long. You could make agreements easier and shorter. The experience is that I become accurate controlled n the doctor. Mjligen is a underskning a gynecologist vrre?	UX/UI issue; flow was complicated; 
Frågorna hjälper inte precis den som har Asperger Syndrom. Får gärna vara tydligare.  	Frgorna helps not just those who have Asperger's Syndrome. Fr green clearer.	UX/UI issue; flow was complicated; 
godkänna i mobilen gick inte är en önskan	godknna Mobile failed is a nskan	UX/UI issue; Unable to sign in apps; 
Mindre legalese som man inte förstår.	Less legalese that you do not understands.	Agreements hard to understand; Communication / information; 
Tydliga instruktioner	Clear instructions	Clear instructions; Praise; 
